g1_VSUBS;g2_$2;g3_$3
1.10623e-13;-9.01901e-14;-4.971645e-15
-9.01901e-14;9.2995e-14;-2.2528125e-18
-4.971645e-15;-2.2528125e-18;5.14126e-15
