g1_VSUBS;g2_$2;g3_$3
3.22612e-14;-1.368095e-14;-2.695025e-15
-1.368095e-14;1.64601e-14;-2.2663395e-16
-2.695025e-15;-2.2663395e-16;3.09095e-15
